#ID	gene_id
gp_4312	ENSG00000152578
gp_4313	ENSG00000152578
gp_4314	ENSG00000152578
gp_4315	ENSG00000152578
gp_4316	ENSG00000152578
gp_4317	ENSG00000152578
gp_4318	ENSG00000152578
gp_4319	ENSG00000152578
gp_4320	ENSG00000152578
gp_4321	ENSG00000152578
gp_4322	ENSG00000152578
gp_4323	ENSG00000152578
gp_4324	ENSG00000152578
gp_4325	ENSG00000152578
gp_4326	ENSG00000152578
gp_4327	ENSG00000152578
gp_4328	ENSG00000152578
gp_4329	ENSG00000152578
gp_4330	ENSG00000152578
gp_4331	ENSG00000065833
gp_4332	ENSG00000065833
gp_4333	ENSG00000065833
gp_4334	ENSG00000109158
gp_4335	ENSG00000109158
gp_4336	ENSG00000109158
gp_4337	ENSG00000150867
gp_4338	ENSG00000138814
gp_4339	ENSG00000001084
gp_4340	ENSG00000150753
gp_4341	ENSG00000150753
gp_4342	ENSG00000150753
gp_4343	ENSG00000155304
gp_4344	ENSG00000155304
gp_4345	ENSG00000155304
gp_4346	ENSG00000155304
gp_4347	ENSG00000155304
gp_4348	ENSG00000182054
gp_4349	ENSG00000182054
gp_4350	ENSG00000182054
gp_4351	ENSG00000182054
gp_4352	ENSG00000182054
gp_4353	ENSG00000182054
gp_4354	ENSG00000182054
gp_4355	ENSG00000182054
gp_4356	ENSG00000143149
gp_4357	ENSG00000143149
gp_4358	ENSG00000143149
gp_4359	ENSG00000143149
gp_4360	ENSG00000169710
gp_4361	ENSG00000178952
gp_4362	ENSG00000178952
gp_4363	ENSG00000078053
gp_4364	ENSG00000078053
gp_4365	ENSG00000078053
gp_4366	ENSG00000078053
gp_4367	ENSG00000164904
gp_4368	ENSG00000164904
gp_4369	ENSG00000277791
gp_4370	ENSG00000126067
gp_4371	ENSG00000167792
gp_4372	ENSG00000167792
gp_4373	ENSG00000250722
gp_4374	ENSG00000138185
gp_4375	ENSG00000166411
gp_4376	ENSG00000166411
gp_4377	ENSG00000149257
gp_4378	ENSG00000149257
gp_4379	ENSG00000149257
gp_4380	ENSG00000149257
gp_4381	ENSG00000149257
gp_4382	ENSG00000149257
gp_4383	ENSG00000149257
gp_4384	ENSG00000149257
gp_4385	ENSG00000149257
gp_4386	ENSG00000149257
gp_4387	ENSG00000136807
gp_4388	ENSG00000187244
gp_4389	ENSG00000187244
gp_4390	ENSG00000187244
gp_4391	ENSG00000187244
gp_4392	ENSG00000187244
gp_4393	ENSG00000187244
gp_4394	ENSG00000187244
gp_4395	ENSG00000187244
gp_4396	ENSG00000187244
gp_4397	ENSG00000187244
gp_4398	ENSG00000187244
gp_4399	ENSG00000187244
gp_4400	ENSG00000187244
gp_4401	ENSG00000131238
gp_4402	ENSG00000131238
gp_4403	ENSG00000131238
gp_4404	ENSG00000131238
gp_4405	ENSG00000131238
gp_4406	ENSG00000131238
gp_4407	ENSG00000131238
gp_4408	ENSG00000131238
gp_4409	ENSG00000131238
gp_4410	ENSG00000131238
gp_4411	ENSG00000131238
gp_4412	ENSG00000131238
gp_4413	ENSG00000131238
gp_4414	ENSG00000131238
gp_4415	ENSG00000131238
gp_4416	ENSG00000131238
gp_4417	ENSG00000131238
gp_4418	ENSG00000131238
gp_4419	ENSG00000131238
gp_4420	ENSG00000131238
gp_4421	ENSG00000131238
gp_4422	ENSG00000131238
gp_4423	ENSG00000131238
gp_4424	ENSG00000131238
gp_4425	ENSG00000131238
gp_4426	ENSG00000131238
gp_4427	ENSG00000131238
gp_4428	ENSG00000131238
gp_4429	ENSG00000131238
gp_4430	ENSG00000131238
gp_4431	ENSG00000131238
gp_4432	ENSG00000131238
gp_4433	ENSG00000131238
gp_4434	ENSG00000131238
gp_4435	ENSG00000131238
gp_4436	ENSG00000131238
gp_4437	ENSG00000131238
gp_4438	ENSG00000131238
gp_4439	ENSG00000131238
gp_4440	ENSG00000131238
gp_4441	ENSG00000131238
gp_4442	ENSG00000131238
gp_4443	ENSG00000131238
gp_4444	ENSG00000131238
gp_4445	ENSG00000131238
gp_4446	ENSG00000131238
gp_4447	ENSG00000131238
gp_4448	ENSG00000131238
gp_4449	ENSG00000131238
gp_4450	ENSG00000131238
gp_4451	ENSG00000156261
gp_4452	ENSG00000115484
gp_4453	ENSG00000115484
gp_4454	ENSG00000018625
gp_4455	ENSG00000122359
gp_4458	ENSG00000067829
gp_4460	ENSG00000112294
gp_4461	ENSG00000112294
gp_4462	ENSG00000112294
gp_4463	ENSG00000103035
gp_4464	ENSG00000181523
gp_4465	ENSG00000181523
gp_4466	ENSG00000181523
gp_4467	ENSG00000181523
gp_4468	ENSG00000181523
gp_4469	ENSG00000181523
gp_4471	ENSG00000105290
gp_4472	ENSG00000105290
gp_4473	ENSG00000105290
gp_4479	ENSG00000139329
gp_4480	ENSG00000139329
gp_4481	ENSG00000139329
gp_4482	ENSG00000139329
gp_4483	ENSG00000139329
gp_4484	ENSG00000139329
gp_4485	ENSG00000139329
gp_4486	ENSG00000139329
gp_4487	ENSG00000139329
gp_4488	ENSG00000139329
gp_4489	ENSG00000139329
gp_4490	ENSG00000139329
gp_4491	ENSG00000139329
gp_4492	ENSG00000139329
gp_4493	ENSG00000139329
gp_4494	ENSG00000139329
gp_4495	ENSG00000139329
gp_4496	ENSG00000139329
gp_4497	ENSG00000139329
gp_4498	ENSG00000139329
gp_4499	ENSG00000139329
gp_4500	ENSG00000139329
gp_4501	ENSG00000139329
gp_4502	ENSG00000139329
gp_4503	ENSG00000188783
gp_4504	ENSG00000188783
gp_4505	ENSG00000188783
gp_4506	ENSG00000188783
gp_4507	ENSG00000188783
gp_4508	ENSG00000188783
gp_4509	ENSG00000188783
gp_4510	ENSG00000188783
gp_4511	ENSG00000188783
gp_4512	ENSG00000188783
gp_4513	ENSG00000188783
gp_4514	ENSG00000188783
gp_4515	ENSG00000188783
gp_4516	ENSG00000188783
gp_4517	ENSG00000188783
gp_4518	ENSG00000188783
gp_4519	ENSG00000188783
gp_4520	ENSG00000188783
gp_4521	ENSG00000188783
gp_4522	ENSG00000188783
gp_4523	ENSG00000188783
gp_4524	ENSG00000188783
gp_4525	ENSG00000188783
gp_4526	ENSG00000188783
gp_4527	ENSG00000188783
gp_4528	ENSG00000188783
gp_4529	ENSG00000188783
gp_4530	ENSG00000188783
gp_4531	ENSG00000188783
gp_4532	ENSG00000188783
gp_4533	ENSG00000188783
gp_4534	ENSG00000188783
gp_4535	ENSG00000188783
gp_4536	ENSG00000188783
gp_4537	ENSG00000188783
gp_4538	ENSG00000188783
gp_4539	ENSG00000188783
gp_4540	ENSG00000188783
gp_4541	ENSG00000188783
gp_4542	ENSG00000188783
gp_4543	ENSG00000188783
gp_4544	ENSG00000188783
gp_4545	ENSG00000188783
gp_4546	ENSG00000188783
gp_4547	ENSG00000188783
gp_4548	ENSG00000188783
gp_4549	ENSG00000188783
gp_4550	ENSG00000188783
gp_4551	ENSG00000188783
gp_4552	ENSG00000188783
gp_4553	ENSG00000188783
gp_4554	ENSG00000188783
gp_4555	ENSG00000188783
gp_4556	ENSG00000188783
gp_4557	ENSG00000188783
gp_4558	ENSG00000188783
gp_4559	ENSG00000188783
gp_4560	ENSG00000188783
gp_4561	ENSG00000188783
gp_4562	ENSG00000188783
gp_4563	ENSG00000119421
gp_4565	ENSG00000143590
gp_4566	ENSG00000143590
gp_4567	ENSG00000143590
gp_4568	ENSG00000143590
gp_4569	ENSG00000143590
gp_4570	ENSG00000125266
gp_4571	ENSG00000125266
gp_4572	ENSG00000184349
gp_4573	ENSG00000184349
gp_4574	ENSG00000100075
gp_4575	ENSG00000163541
gp_4576	ENSG00000122218
gp_4577	ENSG00000042753
gp_4579	ENSG00000153956
gp_4580	ENSG00000153956
gp_4581	ENSG00000153956
gp_4582	ENSG00000153956
gp_4583	ENSG00000153956
gp_4584	ENSG00000153956
gp_4585	ENSG00000153956
gp_4586	ENSG00000153956
gp_4587	ENSG00000153956
gp_4588	ENSG00000153956
gp_4589	ENSG00000153956
gp_4590	ENSG00000153956
gp_4591	ENSG00000153956
gp_4592	ENSG00000153956
gp_4593	ENSG00000153956
gp_4594	ENSG00000153956
gp_4595	ENSG00000153956
gp_4596	ENSG00000153956
gp_4597	ENSG00000153956
gp_4598	ENSG00000153956
gp_4599	ENSG00000153956
gp_4600	ENSG00000153956
gp_4601	ENSG00000153956
gp_4602	ENSG00000153956
gp_4603	ENSG00000153956
gp_4604	ENSG00000153956
gp_4605	ENSG00000153956
gp_4606	ENSG00000153956
gp_4607	ENSG00000153956
gp_4608	ENSG00000153956
gp_4609	ENSG00000153956
gp_4610	ENSG00000153956
gp_4611	ENSG00000153956
gp_4612	ENSG00000153956
gp_4613	ENSG00000153956
gp_4614	ENSG00000126803
gp_4615	ENSG00000126803
gp_4616	ENSG00000069849
gp_4617	ENSG00000069849
gp_4618	ENSG00000069849
gp_4619	ENSG00000069849
gp_4620	ENSG00000182580
gp_4621	ENSG00000182580
gp_4622	ENSG00000182580
gp_4623	ENSG00000145242
gp_4628	ENSG00000125814
gp_4629	ENSG00000100979
gp_4630	ENSG00000100979
gp_4631	ENSG00000100979
gp_4632	ENSG00000100979
gp_4633	ENSG00000100979
gp_4634	ENSG00000165280
gp_4635	ENSG00000165280
gp_4636	ENSG00000165280
gp_4652	ENSG00000138029
gp_4653	ENSG00000172037
gp_4654	ENSG00000172037
gp_4655	ENSG00000172037
gp_4656	ENSG00000172037
gp_4657	ENSG00000172037
gp_4658	ENSG00000172037
gp_4659	ENSG00000172037
gp_4660	ENSG00000172037
gp_4661	ENSG00000172037
gp_4662	ENSG00000172037
gp_4663	ENSG00000172037
gp_4664	ENSG00000172037
gp_4665	ENSG00000172037
gp_4666	ENSG00000172037
gp_4667	ENSG00000172037
gp_4668	ENSG00000172037
gp_4669	ENSG00000172037
gp_4670	ENSG00000172037
gp_4671	ENSG00000172037
gp_4672	ENSG00000172037
gp_4673	ENSG00000172037
gp_4674	ENSG00000172037
gp_4675	ENSG00000172037
gp_4676	ENSG00000172037
gp_4677	ENSG00000179242
gp_4678	ENSG00000179242
gp_4679	ENSG00000179242
gp_4680	ENSG00000113361
gp_4681	ENSG00000113361
gp_4682	ENSG00000113361
gp_4683	ENSG00000113361
gp_4684	ENSG00000113361
gp_4685	ENSG00000150394
gp_4686	ENSG00000140937
gp_4687	ENSG00000140937
gp_4688	ENSG00000140937
gp_4689	ENSG00000154162
gp_4690	ENSG00000154162
gp_4691	ENSG00000154162
gp_4692	ENSG00000140945
gp_4693	ENSG00000140945
gp_4694	ENSG00000140945
gp_4695	ENSG00000140945
gp_4696	ENSG00000140945
gp_4697	ENSG00000140945
gp_4698	ENSG00000140945
gp_4699	ENSG00000140945
gp_4700	ENSG00000140945
gp_4701	ENSG00000140945
gp_4702	ENSG00000140945
gp_4703	ENSG00000140945
gp_4704	ENSG00000140945
gp_4705	ENSG00000140945
gp_4706	ENSG00000140945
gp_4707	ENSG00000140945
gp_4708	ENSG00000140945
gp_4709	ENSG00000140945
gp_4710	ENSG00000140945
gp_4711	ENSG00000140945
gp_4712	ENSG00000140945
gp_4713	ENSG00000140945
gp_4714	ENSG00000140945
gp_4715	ENSG00000140945
gp_4716	ENSG00000140945
gp_4717	ENSG00000140945
gp_4718	ENSG00000140945
gp_4719	ENSG00000140945
gp_4720	ENSG00000140945
gp_4721	ENSG00000140945
gp_4722	ENSG00000140945
gp_4723	ENSG00000140945
gp_4724	ENSG00000140945
gp_4725	ENSG00000140945
gp_4726	ENSG00000140945
gp_4727	ENSG00000140945
gp_4728	ENSG00000140945
gp_4729	ENSG00000140945
gp_4730	ENSG00000140945
gp_4731	ENSG00000140945
gp_4732	ENSG00000140945
gp_4733	ENSG00000140945
gp_4734	ENSG00000140945
gp_4735	ENSG00000140945
gp_4736	ENSG00000140945
gp_4737	ENSG00000140945
gp_4738	ENSG00000140945
gp_4739	ENSG00000140945
gp_4740	ENSG00000140945
gp_4741	ENSG00000140945
gp_4742	ENSG00000140945
gp_4743	ENSG00000140945
gp_4744	ENSG00000140945
gp_4745	ENSG00000140945
gp_4746	ENSG00000140945
gp_4747	ENSG00000140945
gp_4748	ENSG00000140945
gp_4749	ENSG00000140945
gp_4750	ENSG00000140945
gp_4751	ENSG00000140945
gp_4752	ENSG00000140945
gp_4753	ENSG00000140945
gp_4754	ENSG00000140945
gp_4755	ENSG00000140945
gp_4756	ENSG00000140945
gp_4757	ENSG00000140945
gp_4758	ENSG00000140945
gp_4759	ENSG00000140945
gp_4760	ENSG00000140945
gp_4761	ENSG00000140945
gp_4762	ENSG00000140945
gp_4763	ENSG00000140945
gp_4764	ENSG00000140945
gp_4765	ENSG00000140945
gp_4766	ENSG00000140945
gp_4767	ENSG00000140945
gp_4768	ENSG00000140945
gp_4769	ENSG00000140945
gp_4770	ENSG00000140945
gp_4771	ENSG00000140945
gp_4772	ENSG00000140945
gp_4773	ENSG00000140945
gp_4774	ENSG00000140945
gp_4775	ENSG00000140945
gp_4776	ENSG00000140945
gp_4777	ENSG00000140945
gp_4778	ENSG00000140945
gp_4779	ENSG00000140945
gp_4780	ENSG00000140945
gp_4781	ENSG00000140945
gp_4782	ENSG00000140945
gp_4783	ENSG00000140945
gp_4784	ENSG00000140945
gp_4785	ENSG00000140945
gp_4786	ENSG00000140945
gp_4787	ENSG00000140945
gp_4788	ENSG00000140945
gp_4789	ENSG00000140945
gp_4790	ENSG00000140945
gp_4791	ENSG00000140945
gp_4792	ENSG00000140945
gp_4793	ENSG00000140945
gp_4794	ENSG00000140945
gp_4795	ENSG00000140945
gp_4796	ENSG00000140945
gp_4797	ENSG00000140945
gp_4798	ENSG00000140945
gp_4799	ENSG00000141279
gp_4800	ENSG00000141279
gp_4801	ENSG00000141279
gp_4802	ENSG00000141279
gp_4803	ENSG00000083720
gp_4804	ENSG00000083720
gp_4805	ENSG00000213949
gp_4806	ENSG00000213949
gp_4807	ENSG00000213949
gp_4808	ENSG00000213949
gp_4809	ENSG00000213949
gp_4810	ENSG00000213949
gp_4811	ENSG00000213949
gp_4812	ENSG00000213949
gp_4813	ENSG00000213949
gp_4814	ENSG00000213949
gp_4815	ENSG00000213949
gp_4816	ENSG00000213949
gp_4817	ENSG00000213949
gp_4818	ENSG00000213949
gp_4819	ENSG00000213949
gp_4820	ENSG00000213949
gp_4821	ENSG00000213949
gp_4822	ENSG00000213949
gp_4823	ENSG00000213949
gp_4824	ENSG00000213949
gp_4825	ENSG00000213949
gp_4826	ENSG00000213949
gp_4827	ENSG00000213949
gp_4828	ENSG00000213949
gp_4829	ENSG00000213949
gp_4830	ENSG00000213949
gp_4831	ENSG00000213949
gp_4832	ENSG00000213949
gp_4833	ENSG00000213949
gp_4834	ENSG00000124172
gp_4835	ENSG00000154721
gp_4836	ENSG00000154721
gp_4843	ENSG00000241553
gp_4844	ENSG00000241553
gp_4845	ENSG00000110651
gp_4846	ENSG00000110651
gp_4847	ENSG00000111669
gp_4848	ENSG00000111669
gp_4849	ENSG00000111669
gp_4850	ENSG00000111669
gp_4851	ENSG00000123560
gp_4852	ENSG00000075624
gp_4853	ENSG00000075624
gp_4854	ENSG00000075624
gp_4855	ENSG00000075624
gp_4856	ENSG00000075624
gp_4857	ENSG00000075624
gp_4858	ENSG00000075624
gp_4859	ENSG00000104388
gp_4860	ENSG00000104388
gp_4861	ENSG00000104388
gp_4862	ENSG00000177889
gp_4863	ENSG00000177889
gp_4864	ENSG00000138071
gp_4865	ENSG00000138071
gp_4866	ENSG00000138107
gp_4867	ENSG00000138107
gp_4868	ENSG00000143761
gp_4869	ENSG00000127314
gp_4870	ENSG00000099365
gp_4871	ENSG00000099365
gp_4872	ENSG00000099365
gp_4873	ENSG00000099365
gp_4874	ENSG00000159720
gp_4875	ENSG00000159720
gp_4876	ENSG00000159720
gp_4877	ENSG00000197756
gp_4878	ENSG00000067560
gp_4879	ENSG00000067560
gp_4880	ENSG00000115541
gp_4881	ENSG00000115541
gp_4882	ENSG00000115541
gp_4883	ENSG00000115541
gp_4884	ENSG00000136854
gp_4885	ENSG00000136854
gp_4886	ENSG00000136854
gp_4887	ENSG00000136854
gp_4888	ENSG00000136854
gp_4889	ENSG00000136854
gp_4890	ENSG00000170027
gp_4891	ENSG00000170027
gp_4892	ENSG00000170027
gp_4893	ENSG00000170027
gp_4894	ENSG00000170027
gp_4895	ENSG00000170027
gp_4896	ENSG00000087191
gp_4897	ENSG00000087191
gp_4898	ENSG00000087191
gp_4899	ENSG00000142937
gp_4900	ENSG00000108953
gp_4901	ENSG00000108953
gp_4902	ENSG00000108953
gp_4903	ENSG00000108953
gp_4904	ENSG00000100519
gp_4905	ENSG00000274618
gp_4906	ENSG00000274618
gp_4907	ENSG00000274618
gp_4908	ENSG00000274618
gp_4909	ENSG00000274618
gp_4910	ENSG00000138069
gp_4911	ENSG00000132341
gp_4912	ENSG00000132341
gp_4913	ENSG00000078369
gp_4914	ENSG00000172354
gp_4915	ENSG00000172354
gp_4916	ENSG00000078369
gp_4917	ENSG00000196262
gp_4918	ENSG00000196262
gp_4919	ENSG00000196262
gp_4920	ENSG00000006125
gp_4921	ENSG00000006125
gp_4922	ENSG00000006125
gp_4923	ENSG00000127955
gp_4924	ENSG00000164924
gp_4925	ENSG00000164924
gp_4926	ENSG00000164924
gp_4927	ENSG00000167460
gp_4928	ENSG00000167460
gp_4930	ENSG00000101210
gp_4931	ENSG00000101210
gp_4932	ENSG00000167552
gp_4933	ENSG00000167552
gp_4934	ENSG00000167553
gp_4935	ENSG00000167553
gp_4936	ENSG00000167553
gp_4937	ENSG00000167553
gp_4938	ENSG00000167553
gp_4939	ENSG00000167553
gp_4940	ENSG00000127824
gp_4941	ENSG00000127824
gp_4942	ENSG00000188229
gp_4943	ENSG00000188229
gp_4944	ENSG00000188229
gp_4945	ENSG00000101266
gp_4947	ENSG00000185164
gp_4948	ENSG00000185164
gp_4949	ENSG00000185164
gp_4950	ENSG00000185164
gp_4951	ENSG00000185164
gp_4952	ENSG00000185164
gp_4953	ENSG00000185164
gp_4954	ENSG00000185164
gp_4955	ENSG00000185164
gp_4956	ENSG00000185164
gp_4957	ENSG00000188536
gp_4958	ENSG00000188536
gp_4959	ENSG00000188536
gp_4960	ENSG00000188536
gp_4961	ENSG00000188536
gp_4962	ENSG00000188536
gp_4963	ENSG00000198053
gp_4964	ENSG00000198053
gp_4965	ENSG00000198053
gp_4966	ENSG00000198053
gp_4967	ENSG00000198053
gp_4968	ENSG00000198053
gp_4969	ENSG00000198053
gp_4970	ENSG00000198053
gp_4971	ENSG00000198053
gp_4972	ENSG00000198053
gp_4973	ENSG00000198053
gp_4974	ENSG00000198053
gp_4975	ENSG00000198053
gp_4976	ENSG00000198053
gp_4977	ENSG00000198053
gp_4978	ENSG00000198053
gp_4979	ENSG00000198053
gp_4980	ENSG00000198053
gp_4981	ENSG00000198053
gp_4982	ENSG00000198053
gp_4983	ENSG00000198053
gp_4984	ENSG00000198053
gp_4985	ENSG00000198053
gp_4986	ENSG00000198053
gp_4987	ENSG00000198053
gp_4988	ENSG00000198053
gp_4989	ENSG00000198053
gp_4990	ENSG00000198053
gp_4991	ENSG00000198053
gp_4992	ENSG00000198053
gp_4993	ENSG00000198053
gp_4994	ENSG00000198053
gp_4995	ENSG00000198053
gp_4996	ENSG00000198053
gp_4997	ENSG00000198053
gp_4998	ENSG00000198053
gp_4999	ENSG00000198053
gp_5000	ENSG00000198053
gp_5001	ENSG00000198053
gp_5002	ENSG00000198053
gp_5003	ENSG00000198053
gp_5004	ENSG00000198053
gp_5005	ENSG00000198053
gp_5006	ENSG00000198053
gp_5007	ENSG00000198053
gp_5008	ENSG00000198053
gp_5009	ENSG00000198053
gp_5010	ENSG00000198053
gp_5011	ENSG00000132535
gp_5012	ENSG00000132535
gp_5013	ENSG00000132535
gp_5014	ENSG00000108797
gp_5015	ENSG00000108797
gp_5016	ENSG00000108797
gp_5017	ENSG00000108797
gp_5018	ENSG00000108797
gp_5019	ENSG00000108797
gp_5020	ENSG00000108797
gp_5021	ENSG00000108797
gp_5022	ENSG00000108797
gp_5023	ENSG00000108797
gp_5024	ENSG00000108797
gp_5025	ENSG00000108797
gp_5026	ENSG00000108797
gp_5027	ENSG00000108797
gp_5028	ENSG00000108797
gp_5029	ENSG00000108797
gp_5030	ENSG00000108797
gp_5031	ENSG00000108797
gp_5032	ENSG00000108797
gp_5033	ENSG00000108797
gp_5034	ENSG00000108797
gp_5035	ENSG00000108797
gp_5036	ENSG00000108797
gp_5037	ENSG00000108797
gp_5038	ENSG00000108797
gp_5039	ENSG00000108797
gp_5040	ENSG00000108797
gp_5041	ENSG00000108797
gp_5042	ENSG00000108797
gp_5043	ENSG00000108797
gp_5044	ENSG00000108797
gp_5045	ENSG00000108797
gp_5046	ENSG00000108797
gp_5047	ENSG00000108797
gp_5048	ENSG00000108797
gp_5049	ENSG00000108797
gp_5050	ENSG00000108797
gp_5051	ENSG00000108797
gp_5052	ENSG00000108797
gp_5053	ENSG00000108797
gp_5054	ENSG00000108797
gp_5055	ENSG00000108797
gp_5056	ENSG00000108797
gp_5057	ENSG00000108797
gp_5058	ENSG00000108797
gp_5059	ENSG00000108797
gp_5060	ENSG00000108797
gp_5061	ENSG00000108797
gp_5062	ENSG00000108797
gp_5063	ENSG00000108797
gp_5064	ENSG00000108797
gp_5065	ENSG00000108797
gp_5066	ENSG00000108797
gp_5067	ENSG00000108797
gp_5068	ENSG00000108797
gp_5069	ENSG00000108797
gp_5070	ENSG00000108797
gp_5071	ENSG00000108797
gp_5072	ENSG00000108797
gp_5073	ENSG00000108797
gp_5074	ENSG00000108797
gp_5075	ENSG00000108797
gp_5076	ENSG00000108797
gp_5077	ENSG00000108797
gp_5078	ENSG00000108797
gp_5079	ENSG00000108797
gp_5080	ENSG00000108797
gp_5081	ENSG00000108797
gp_5082	ENSG00000108797
gp_5083	ENSG00000108797
gp_5084	ENSG00000108797
gp_5085	ENSG00000108797
gp_5086	ENSG00000108797
gp_5087	ENSG00000108797
gp_5088	ENSG00000108797
gp_5089	ENSG00000108797
gp_5090	ENSG00000108797
gp_5091	ENSG00000108797
gp_5092	ENSG00000108797
gp_5093	ENSG00000108797
gp_5094	ENSG00000108797
gp_5095	ENSG00000108797
gp_5096	ENSG00000108797
gp_5097	ENSG00000108797
gp_5098	ENSG00000108797
gp_5099	ENSG00000108797
gp_5100	ENSG00000108797
gp_5101	ENSG00000108797
gp_5102	ENSG00000108797
gp_5103	ENSG00000108797
gp_5104	ENSG00000108797
gp_5105	ENSG00000108797
gp_5106	ENSG00000108797
gp_5107	ENSG00000108797
gp_5108	ENSG00000108797
gp_5109	ENSG00000108797
gp_5110	ENSG00000108797
gp_5111	ENSG00000108797
gp_5112	ENSG00000108797
gp_5113	ENSG00000108797
gp_5114	ENSG00000108797
gp_5115	ENSG00000108797
gp_5116	ENSG00000108797
gp_5117	ENSG00000108797
gp_5118	ENSG00000108797
gp_5119	ENSG00000108797
gp_5120	ENSG00000108797
gp_5121	ENSG00000108797
gp_5122	ENSG00000148834
gp_5126	ENSG00000151694
gp_5127	ENSG00000151694
gp_5128	ENSG00000166963
gp_5129	ENSG00000166963
gp_5130	ENSG00000148346
gp_5131	ENSG00000183044
gp_5132	ENSG00000183044
gp_5133	ENSG00000183044
gp_5134	ENSG00000176788
gp_5135	ENSG00000132475
gp_5136	ENSG00000132475
gp_5137	ENSG00000142798
gp_5138	ENSG00000142798
gp_5139	ENSG00000142798
gp_5140	ENSG00000142798
gp_5141	ENSG00000142798
gp_5142	ENSG00000142798
gp_5143	ENSG00000142798
gp_5144	ENSG00000142798
gp_5145	ENSG00000142798
gp_5146	ENSG00000142798
gp_5147	ENSG00000142798
gp_5148	ENSG00000142798
gp_5149	ENSG00000142798
gp_5150	ENSG00000142798
gp_5151	ENSG00000142798
gp_5152	ENSG00000142798
gp_5153	ENSG00000142798
gp_5154	ENSG00000142798
gp_5155	ENSG00000142798
gp_5156	ENSG00000142798
gp_5157	ENSG00000142798
gp_5158	ENSG00000142798
gp_5159	ENSG00000142798
gp_5160	ENSG00000142798
gp_5161	ENSG00000142798
gp_5162	ENSG00000142798
gp_5163	ENSG00000142798
gp_5164	ENSG00000142798
gp_5165	ENSG00000142798
gp_5166	ENSG00000142798
gp_5167	ENSG00000142798
gp_5168	ENSG00000142798
gp_5169	ENSG00000142798
gp_5170	ENSG00000142798
gp_5171	ENSG00000142798
gp_5172	ENSG00000142798
gp_5173	ENSG00000142798
gp_5174	ENSG00000142798
gp_5175	ENSG00000142798
gp_5176	ENSG00000142798
gp_5177	ENSG00000142798
gp_5178	ENSG00000142798
gp_5179	ENSG00000142798
gp_5180	ENSG00000142798
gp_5181	ENSG00000142798
gp_5182	ENSG00000142798
gp_5183	ENSG00000142798
gp_5184	ENSG00000142798
gp_5185	ENSG00000142798
gp_5186	ENSG00000142798
gp_5187	ENSG00000142798
gp_5188	ENSG00000142798
gp_5192	ENSG00000172115
gp_5193	ENSG00000075415
gp_5194	ENSG00000075415
gp_5195	ENSG00000075415
gp_5196	ENSG00000075415
gp_5197	ENSG00000141367
gp_5198	ENSG00000141367
gp_5199	ENSG00000141367
gp_5200	ENSG00000141367
gp_5201	ENSG00000141367
gp_5202	ENSG00000141367
gp_5203	ENSG00000141367
gp_5204	ENSG00000141367
gp_5205	ENSG00000141367
gp_5206	ENSG00000141367
gp_5207	ENSG00000141367
gp_5208	ENSG00000141367
gp_5209	ENSG00000141367
gp_5210	ENSG00000141367
gp_5211	ENSG00000141367
gp_5212	ENSG00000141367
gp_5213	ENSG00000115306
gp_5214	ENSG00000115306
gp_5215	ENSG00000115306
gp_5216	ENSG00000115306
gp_5217	ENSG00000115306
gp_5218	ENSG00000115306
gp_5219	ENSG00000115306
gp_5220	ENSG00000115306
gp_5221	ENSG00000115306
gp_5222	ENSG00000115306
gp_5223	ENSG00000115306
gp_5224	ENSG00000115306
gp_5225	ENSG00000115306
gp_5226	ENSG00000115306
gp_5227	ENSG00000115306
gp_5228	ENSG00000115306
gp_5229	ENSG00000115306
gp_5230	ENSG00000115306
gp_5231	ENSG00000115306
gp_5232	ENSG00000115306
gp_5233	ENSG00000115306
gp_5234	ENSG00000115306
gp_5235	ENSG00000115306
gp_5236	ENSG00000131236
gp_5237	ENSG00000131236
gp_5238	ENSG00000067057
gp_5239	ENSG00000067057
gp_5240	ENSG00000067057
gp_5241	ENSG00000067057
gp_5242	ENSG00000157087
gp_5243	ENSG00000157087
gp_5244	ENSG00000157087
gp_5245	ENSG00000138744
gp_5246	ENSG00000138744
gp_5247	ENSG00000138744
gp_5248	ENSG00000061918
gp_5249	ENSG00000105953
gp_5250	ENSG00000184144
gp_5251	ENSG00000184144
gp_5252	ENSG00000184144
gp_5253	ENSG00000184144
gp_5254	ENSG00000184144
gp_5255	ENSG00000184144
gp_5256	ENSG00000184144
gp_5257	ENSG00000184144
gp_5258	ENSG00000184144
gp_5259	ENSG00000184144
gp_5260	ENSG00000184144
gp_5261	ENSG00000184144
gp_5262	ENSG00000184144
gp_5263	ENSG00000184144
gp_5264	ENSG00000184144
gp_5265	ENSG00000184144
gp_5266	ENSG00000184144
gp_5267	ENSG00000184144
gp_5268	ENSG00000184144
gp_5269	ENSG00000184144
gp_5270	ENSG00000184144
gp_5271	ENSG00000184144
gp_5272	ENSG00000184144
gp_5273	ENSG00000184144
gp_5274	ENSG00000184144
gp_5275	ENSG00000184144
gp_5276	ENSG00000184144
gp_5277	ENSG00000184144
gp_5278	ENSG00000184144
gp_5279	ENSG00000184144
gp_5280	ENSG00000184144
gp_5281	ENSG00000184144
gp_5282	ENSG00000184144
gp_5283	ENSG00000184144
gp_5284	ENSG00000184144
gp_5285	ENSG00000184144
gp_5286	ENSG00000184144
gp_5287	ENSG00000184144
